1.14,https://launcher.mojang.com/v1/objects/f1a0073671057f01aa843443fef34330281333ce/server.jar,release,f1a0073671057f01aa843443fef34330281333ce
1.13.2,https://launcher.mojang.com/v1/objects/3737db93722a9e39eeada7c27e7aca28b144ffa7/server.jar,release,3737db93722a9e39eeada7c27e7aca28b144ffa7
1.13.1,https://launcher.mojang.com/v1/objects/fe123682e9cb30031eae351764f653500b7396c9/server.jar,release,fe123682e9cb30031eae351764f653500b7396c9
1.13,https://launcher.mojang.com/v1/objects/d0caafb8438ebd206f99930cfaecfa6c9a13dca0/server.jar,release,d0caafb8438ebd206f99930cfaecfa6c9a13dca0
1.12.2,https://launcher.mojang.com/v1/objects/886945bfb2b978778c3a0288fd7fab09d315b25f/server.jar,release,886945bfb2b978778c3a0288fd7fab09d315b25f
1.12.1,https://launcher.mojang.com/v1/objects/561c7b2d54bae80cc06b05d950633a9ac95da816/server.jar,release,561c7b2d54bae80cc06b05d950633a9ac95da816
1.12,https://launcher.mojang.com/v1/objects/8494e844e911ea0d63878f64da9dcc21f53a3463/server.jar,release,8494e844e911ea0d63878f64da9dcc21f53a3463
1.11.2,https://launcher.mojang.com/v1/objects/f00c294a1576e03fddcac777c3cf4c7d404c4ba4/server.jar,release,f00c294a1576e03fddcac777c3cf4c7d404c4ba4
1.11.1,https://launcher.mojang.com/v1/objects/1f97bd101e508d7b52b3d6a7879223b000b5eba0/server.jar,release,1f97bd101e508d7b52b3d6a7879223b000b5eba0
1.11,https://launcher.mojang.com/v1/objects/48820c84cb1ed502cb5b2fe23b8153d5e4fa61c0/server.jar,release,48820c84cb1ed502cb5b2fe23b8153d5e4fa61c0
1.10.2,https://launcher.mojang.com/v1/objects/3d501b23df53c548254f5Se3f66492d178a48db63/server.jar,release,3d501b23df53c548254f5e3f66492d178a48db63
1.10.1,https://launcher.mojang.com/v1/objects/cb4c6f9f51a845b09a8861cdbe0eea3ff6996dee/server.jar,release,cb4c6f9f51a845b09a8861cdbe0eea3ff6996dee
1.10,https://launcher.mojang.com/v1/objects/a96617ffdf5dabbb718ab11a9a68e50545fc5bee/server.jar,release,a96617ffdf5dabbb718ab11a9a68e50545fc5bee
1.9.4,https://launcher.mojang.com/v1/objects/edbb7b1758af33d365bf835eb9d13de005b1e274/server.jar,release,edbb7b1758af33d365bf835eb9d13de005b1e274
1.9.3,https://launcher.mojang.com/v1/objects/8e897b6b6d784f745332644f4d104f7a6e737ccf/server.jar,release,8e897b6b6d784f745332644f4d104f7a6e737ccf
1.9.2,https://launcher.mojang.com/v1/objects/2b95cc7b136017e064c46d04a5825fe4cfa1be30/server.jar,release,2b95cc7b136017e064c46d04a5825fe4cfa1be30
1.9.1,https://launcher.mojang.com/v1/objects/bf95d9118d9b4b827f524c878efd275125b56181/server.jar,release,bf95d9118d9b4b827f524c878efd275125b56181
1.9,https://launcher.mojang.com/v1/objects/b4d449cf2918e0f3bd8aa18954b916a4d1880f0d/server.jar,release,b4d449cf2918e0f3bd8aa18954b916a4d1880f0d
1.8.9,https://launcher.mojang.com/v1/objects/b58b2ceb36e01bcd8dbf49c8fb66c55a9f0676cd/server.jar,release,b58b2ceb36e01bcd8dbf49c8fb66c55a9f0676cd
1.8.8,https://launcher.mojang.com/v1/objects/5fafba3f58c40dc51b5c3ca72a98f62dfdae1db7/server.jar,release,5fafba3f58c40dc51b5c3ca72a98f62dfdae1db7
1.8.7,https://launcher.mojang.com/v1/objects/35c59e16d1f3b751cd20b76b9b8a19045de363a9/server.jar,release,35c59e16d1f3b751cd20b76b9b8a19045de363a9
1.8.6,https://launcher.mojang.com/v1/objects/2bd44b53198f143fb278f8bec3a505dad0beacd2/server.jar,release,2bd44b53198f143fb278f8bec3a505dad0beacd2
1.8.5,https://launcher.mojang.com/v1/objects/ea6dd23658b167dbc0877015d1072cac21ab6eee/server.jar,release,ea6dd23658b167dbc0877015d1072cac21ab6eee
1.8.4,https://launcher.mojang.com/v1/objects/dd4b5eba1c79500390e0b0f45162fa70d38f8a3d/server.jar,release,dd4b5eba1c79500390e0b0f45162fa70d38f8a3d
1.8.3,https://launcher.mojang.com/v1/objects/163ba351cb86f6390450bb2a67fafeb92b6c0f2f/server.jar,release,163ba351cb86f6390450bb2a67fafeb92b6c0f2f
1.8.2,https://launcher.mojang.com/v1/objects/a37bdd5210137354ed1bfe3dac0a5b77fe08fe2e/server.jar,release,a37bdd5210137354ed1bfe3dac0a5b77fe08fe2e
1.8.1,https://launcher.mojang.com/v1/objects/68bfb524888f7c0ab939025e07e5de08843dac0f/server.jar,release,68bfb524888f7c0ab939025e07e5de08843dac0f
1.8,https://launcher.mojang.com/v1/objects/a028f00e678ee5c6aef0e29656dca091b5df11c7/server.jar,release,a028f00e678ee5c6aef0e29656dca091b5df11c7
1.7.10,https://launcher.mojang.com/v1/objects/952438ac4e01b4d115c5fc38f891710c4941df29/server.jar,release,952438ac4e01b4d115c5fc38f891710c4941df29
1.7.9,https://launcher.mojang.com/v1/objects/4cec86a928ec171fdc0c6b40de2de102f21601b5/server.jar,release,4cec86a928ec171fdc0c6b40de2de102f21601b5
1.7.8,https://launcher.mojang.com/v1/objects/c69ebfb84c2577661770371c4accdd5f87b8b21d/server.jar,release,c69ebfb84c2577661770371c4accdd5f87b8b21d
1.7.7,https://launcher.mojang.com/v1/objects/a6ffc1624da980986c6cc12a1ddc79ab1b025c62/server.jar,release,a6ffc1624da980986c6cc12a1ddc79ab1b025c62
1.7.6,https://launcher.mojang.com/v1/objects/41ea7757d4d7f74b95fc1ac20f919a8e521e910c/server.jar,release,41ea7757d4d7f74b95fc1ac20f919a8e521e910c
1.7.5,https://launcher.mojang.com/v1/objects/e1d557b2e31ea881404e41b05ec15c810415e060/server.jar,release,e1d557b2e31ea881404e41b05ec15c810415e060
1.7.4,https://launcher.mojang.com/v1/objects/61220311cef80aecc4cd8afecd5f18ca6b9461ff/server.jar,release,61220311cef80aecc4cd8afecd5f18ca6b9461ff
1.7.3,https://launcher.mojang.com/v1/objects/707857a7bc7bf54fe60d557cca71004c34aa07bb/server.jar,release,707857a7bc7bf54fe60d557cca71004c34aa07bb
1.7.2,https://launcher.mojang.com/v1/objects/3716cac82982e7c2eb09f83028b555e9ea606002/server.jar,release,3716cac82982e7c2eb09f83028b555e9ea606002
1.6.4,https://launcher.mojang.com/v1/objects/050f93c1f3fe9e2052398f7bd6aca10c63d64a87/server.jar,release,050f93c1f3fe9e2052398f7bd6aca10c63d64a87
1.6.2,https://launcher.mojang.com/v1/objects/01b6ea555c6978e6713e2a2dfd7fe19b1449ca54/server.jar,release,01b6ea555c6978e6713e2a2dfd7fe19b1449ca54
1.6.1,https://launcher.mojang.com/v1/objects/0252918a5f9d47e3c6eb1dfec02134d1374a89b4/server.jar,release,0252918a5f9d47e3c6eb1dfec02134d1374a89b4
1.5.2,https://launcher.mojang.com/v1/objects/f9ae3f651319151ce99a0bfad6b34fa16eb6775f/server.jar,release,f9ae3f651319151ce99a0bfad6b34fa16eb6775f
1.5.1,https://launcher.mojang.com/v1/objects/d07c71ee2767dabb79fb32dad8162e1b854d5324/server.jar,release,d07c71ee2767dabb79fb32dad8162e1b854d5324
1.4.7,https://launcher.mojang.com/v1/objects/2f0ec8efddd2f2c674c77be9ddb370b727dec676/server.jar,release,2f0ec8efddd2f2c674c77be9ddb370b727dec676
1.4.6,https://launcher.mojang.com/v1/objects/a0aeb5709af5f2c3058c1cf0dc6b110a7a61278c/server.jar,release,a0aeb5709af5f2c3058c1cf0dc6b110a7a61278c
1.4.5,https://launcher.mojang.com/v1/objects/c12fd88a8233d2c517dbc8196ba2ae855f4d36ea/server.jar,release,c12fd88a8233d2c517dbc8196ba2ae855f4d36ea
1.4.4,https://launcher.mojang.com/v1/objects/4215dcadb706508bf9d6d64209a0080b9cee9e71/server.jar,release,4215dcadb706508bf9d6d64209a0080b9cee9e71
1.4.2,https://launcher.mojang.com/v1/objects/5be700523a729bb78ef99206fb480a63dcd09825/server.jar,release,5be700523a729bb78ef99206fb480a63dcd09825
1.3.2,https://launcher.mojang.com/v1/objects/3de2ae6c488135596e073a9589842800c9f53bfe/server.jar,release,3de2ae6c488135596e073a9589842800c9f53bfe
1.3.1,https://launcher.mojang.com/v1/objects/82563ce498bfc1fc8a2cb5bf236f7da86a390646/server.jar,release,82563ce498bfc1fc8a2cb5bf236f7da86a390646
1.2.5,https://launcher.mojang.com/v1/objects/d8321edc9470e56b8ad5c67bbd16beba25843336/server.jar,release,d8321edc9470e56b8ad5c67bbd16beba25843336
