1.16.4,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.16.4-35.1.37/forge-1.16.4-35.1.37-installer.jar,unstable,0a674919c76695581463312a519aeae16a52c61a,3699e1990316be0b23aa8468fc282709
1.16.4,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.16.4-35.1.4/forge-1.16.4-35.1.4-installer.jar,stable,a5b25c2a7f4d50d26c794aa0c851249031eb3e5f,6ceb243ce1c001be246e480ef2700394
1.16.3,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.16.3-34.1.42/forge-1.16.3-34.1.42-installer.jar,unstable,b0c2085f3eb73111b818ad218ffb577758a1a940,a1a1fd958f6db0edc6fe4a0361fdfdf0
1.16.3,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.16.3-34.1.0/forge-1.16.3-34.1.0-installer.jar,stable,ac4d4982eb75b0e2adfeebe5b1f398f8bff501b5,ee3b4ed111ad143cfc757aad6dc61024
1.16.2,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.16.2-33.0.61/forge-1.16.2-33.0.61-installer.jar,unstable,025d359a7c5b4869c58854c8af04f00561ec1b8e,eed904b7c2716fa23eb2964540d63a2a
1.16.1,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.16.1-32.0.108/forge-1.16.1-32.0.108-installer.jar,unstable,d2c22d4c1d61d6126cb15a9a087da2ef57e7acdf,cbba8a8a7928af1802e1b9f84e4b8ffd
1.15.2,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.15.2-31.2.50/forge-1.15.2-31.2.50-installer.jar,unstable,cadc883ab563163ceedacd747f5c582dd45008b9,be38e3d523e4828ae3186659cb230d4d
1.15.2,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.15.2-31.2.0/forge-1.15.2-31.2.0-installer.jar,stable,679ea40cab6e5c9828dd45c7bf326f65b8bc89b7,a98337d668debbe47fd6ed1abdffa8da
1.15.1,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.15.1-30.0.51/forge-1.15.1-30.0.51-installer.jar,unstable,9a3e25ce091a32a7ea3f137fbcb8eff45077ed47,bdfdd7259c6fa95922498fb40ad5a5d7
1.15,https://files.minecraftforge.net/maven/net/minecraftforge/forge/1.15-29.0.4/forge-1.15-29.0.4-installer.jar,unstable,953f5316c678cfe275d13163b8d2b247f4f41cb3,ef817dcb6b58c339c3029231b6c99496
